date,language,files,lines,code,comments,blanks
"2012-07-30","SVG",1610,38375,29752,5235,3388
"2012-07-30","Perl",156,28087,18819,5641,3627
"2012-07-30","JSON",55,19670,19665,0,5
"2012-07-30","C++ Header",52,15782,10685,2826,2271
"2012-07-30","TeX",29,10311,6425,2586,1300
"2012-07-30","Objective-C",29,6578,4886,677,1015
"2012-07-30","Module-Definition",34,4227,2934,1267,26
"2012-07-30","INI",214,3661,2911,410,340
"2012-07-30","Automake",18,3510,2902,258,350
"2012-07-30","Happy",3,2565,2337,0,228
"2012-07-30","Markdown",13,1058,0,752,306
"2012-07-30","BASH",13,963,501,314,148
"2012-07-30","Visual Studio Solution",15,958,949,0,9
"2012-07-30","ReStructuredText",2,902,677,0,225
"2012-07-30","CMake",4,740,405,228,107
"2012-07-30","Batch",19,619,466,36,117
"2012-07-30","Pan",2,587,365,137,85
"2012-07-30","XSL",14,416,332,22,62
"2012-07-30","PHP",2,384,248,61,75
"2012-07-30","GLSL",13,358,112,223,23
"2012-07-30","HLSL",1,277,200,27,50
"2012-07-30","Xcode Config",9,268,60,166,42
"2012-07-30","RPM Specfile",3,267,193,18,56
"2012-07-30","PowerShell",1,148,31,107,10
"2012-07-30","Pascal",1,126,98,13,15
"2012-07-30","Protocol Buffers",2,89,70,0,19
"2012-07-30","Fish",1,74,50,13,11
"2012-07-30","D",2,57,10,40,7
"2012-07-30","Ada",1,54,49,0,5
"2012-07-30","YAML",3,49,25,16,8
"2012-07-30","C Shell",1,34,19,6,9
"2012-07-30","Scons",1,25,18,1,6
"2012-07-30","MSBuild",1,19,19,0,0
"2012-07-30","Stratego/XT",1,1,1,0,0
"2012-08-06","Total",0,9015451,6420588,1415256,1179607
"2012-08-06","C++",5429,2676499,2010220,286449,379830
"2012-08-06","C",2895,1663901,1196012,271228,196661
"2012-08-06","JavaScript",10104,1418931,1006910,179340,232681
"2012-08-06","C Header",7151,1410640,856245,368978,185417
"2012-08-06","HTML",16077,525613,478280,20052,27281
"2012-08-06","Python",834,179960,138999,16455,24506
"2012-08-06","Java",910,168302,101438,46445,20419
"2012-08-06","Plain Text",479,141142,0,129007,12135
"2012-08-06","Autoconf",1607,139780,105812,13835,20133
"2012-08-06","CSS",662,81325,61536,5559,14230
"2012-08-06","Shell",273,80153,59405,12880,7868
"2012-08-06","Assembly",180,75595,55011,7963,12621
"2012-08-06","GNU Style Assembly",178,73490,61843,4524,7123
"2012-08-06","Makefile",806,69536,36792,21967,10777
"2012-08-06","XML",869,69214,61193,3052,4969
"2012-08-06","Objective-C++",142,53087,37471,6708,8908
"2012-08-06","Visual Studio Project",50,46971,46971,0,0
"2012-08-06","SVG",1628,38749,30073,5249,3427
"2012-08-06","Perl",151,26161,17566,5170,3425
"2012-08-06","JSON",77,19183,19179,0,4
"2012-08-06","C++ Header",56,18128,12496,3067,2565
"2012-08-06","TeX",29,10311,6425,2586,1300
"2012-08-06","Objective-C",29,6578,4886,677,1015
"2012-08-06","Module-Definition",34,4227,2934,1267,26
"2012-08-06","INI",215,3714,2937,433,344
"2012-08-06","Automake",18,3559,2926,280,353
"2012-08-06","Happy",3,2565,2337,0,228
"2012-08-06","Markdown",13,1058,0,752,306
"2012-08-06","ReStructuredText",3,1003,751,0,252
"2012-08-06","BASH",13,963,501,314,148
"2012-08-06","Visual Studio Solution",15,958,949,0,9
"2012-08-06","CMake",4,740,405,228,107
"2012-08-06","Batch",19,619,466,36,117
"2012-08-06","XSL",14,416,332,22,62
"2012-08-06","PHP",2,384,248,61,75
"2012-08-06","GLSL",13,358,112,223,23
"2012-08-06","HLSL",1,277,200,27,50
"2012-08-06","Xcode Config",9,268,60,166,42
"2012-08-06","RPM Specfile",3,267,193,18,56
"2012-08-06","Pan",1,151,85,42,24
"2012-08-06","PowerShell",1,148,31,107,10
"2012-08-06","Pascal",1,126,98,13,15
"2012-08-06","Protocol Buffers",2,89,70,0,19
"2012-08-06","Fish",1,74,50,13,11
"2012-08-06","D",2,57,10,40,7
"2012-08-06","Ada",1,54,49,0,5
"2012-08-06","YAML",3,49,25,16,8
"2012-08-06","C Shell",1,34,19,6,9
"2012-08-06","Scons",1,25,18,1,6
"2012-08-06","MSBuild",1,19,19,0,0
"2012-08-13","Total",0,8570,6676,549,1345
"2012-08-13","Rust",57,7431,5917,362,1152
"2012-08-13","HTML",15,479,429,0,50
"2012-08-13","Autoconf",2,315,220,9,86
"2012-08-13","Plain Text",2,186,0,150,36
"2012-08-13","CSS",6,48,47,0,1
"2012-08-13","JavaScript",3,34,31,1,2
"2012-08-13","Shell",1,27,18,2,7
"2012-08-13","Markdown",1,27,0,19,8
"2012-08-13","BASH",1,23,14,6,3
"2012-08-20","Total",0,9074759,6461296,1425490,1187973
"2012-08-20","C++",5454,2689144,2019728,287706,381710
"2012-08-20","C",2883,1658220,1191463,270576,196181
"2012-08-20","JavaScript",10252,1438486,1020981,182005,235500
"2012-08-20","C Header",7222,1428760,865425,375095,188240
"2012-08-20","HTML",16281,529297,481676,20172,27449
"2012-08-20","Python",846,183917,142069,16870,24978
"2012-08-20","Java",915,169261,102198,46507,20556
"2012-08-20","Plain Text",481,141223,0,129085,12138
"2012-08-20","Autoconf",1615,140555,106453,13867,20235
"2012-08-20","CSS",668,82949,62807,5635,14507
"2012-08-20","Shell",276,80250,59492,12887,7871
"2012-08-20","Assembly",180,75595,55011,7963,12621
"2012-08-20","GNU Style Assembly",178,73490,61843,4524,7123
"2012-08-20","XML",874,70136,61997,3086,5053
"2012-08-20","Makefile",810,69487,36739,21981,10767
"2012-08-20","Objective-C++",144,53347,37648,6724,8975
"2012-08-20","Visual Studio Project",50,46971,46971,0,0
"2012-08-20","SVG",1631,38772,30089,5250,3433
"2012-08-20","Perl",151,26161,17566,5170,3425
"2012-08-20","JSON",78,21394,21390,0,4
"2012-08-20","C++ Header",54,18184,12554,3058,2572
"2012-08-20","TeX",29,10311,6425,2586,1300
"2012-08-20","Objective-C",29,6578,4886,677,1015
"2012-08-20","Module-Definition",35,4234,2940,1267,27
"2012-08-20","INI",217,3746,2966,433,347
"2012-08-20","Automake",18,3582,2944,281,357
"2012-08-20","Happy",3,2565,2337,0,228
"2012-08-20","Markdown",13,1058,0,752,306
"2012-08-20","ReStructuredText",3,1003,751,0,252
"2012-08-20","BASH",13,963,501,314,148
"2012-08-20","Visual Studio Solution",15,958,949,0,9
"2012-08-20","CMake",4,740,405,228,107
"2012-08-20","Batch",19,619,466,36,117
"2012-08-20","XSL",14,416,332,22,62
"2012-08-20","PHP",2,384,248,61,75
"2012-08-20","GLSL",13,365,119,223,23
"2012-08-20","HLSL",1,277,200,27,50
"2012-08-20","Xcode Config",9,268,60,166,42
"2012-08-20","RPM Specfile",3,267,193,18,56
"2012-08-20","Pan",1,151,85,42,24
"2012-08-20","PowerShell",1,148,31,107,10
"2012-08-20","Pascal",1,126,98,13,15
"2012-08-20","Protocol Buffers",2,89,70,0,19
"2012-08-20","Fish",1,74,50,13,11
"2012-08-20","D",2,57,10,40,7
"2012-08-20","Ada",1,54,49,0,5
"2012-08-20","YAML",3,49,25,16,8
"2012-08-20","C Shell",1,34,19,6,9
"2012-08-20","Scons",1,25,18,1,6
"2012-08-20","MSBuild",1,19,19,0,0
"2012-08-27","Total",0,9078742,6464576,1426152,1188014
"2012-08-27","C++",5454,2689093,2019817,287627,381649
"2012-08-27","C",2895,1663906,1196017,271228,196661
"2012-08-27","JavaScript",10240,1436181,1019283,181799,235099
"2012-08-27","C Header",7226,1430491,866752,375419,188320
"2012-08-27","HTML",16257,528761,481183,20149,27429
"2012-08-27","Python",847,183690,141879,16853,24958
"2012-08-27","Java",915,169236,102177,46507,20552
"2012-08-27","Plain Text",480,141222,0,129084,12138
"2012-08-27","Autoconf",1617,140557,106427,13880,20250
"2012-08-27","CSS",668,82645,62565,5624,14456
"2012-08-27","Shell",276,80255,59496,12887,7872
"2012-08-27","Assembly",180,75595,55011,7963,12621
"2012-08-27","GNU Style Assembly",178,73490,61843,4524,7123
"2012-08-27","XML",873,69999,61869,3083,5047
"2012-08-27","Makefile",810,69672,36876,21995,10801
"2012-08-27","Objective-C++",144,53341,37642,6724,8975
"2012-08-27","Visual Studio Project",50,46971,46971,0,0
"2012-08-27","SVG",1630,38761,30084,5249,3428
"2012-08-27","Perl",151,26161,17566,5170,3425
"2012-08-27","JSON",78,21385,21381,0,4
"2012-08-27","C++ Header",54,18184,12554,3058,2572
"2012-08-27","TeX",29,10311,6425,2586,1300
"2012-08-27","Objective-C",29,6578,4886,677,1015
"2012-08-27","Module-Definition",35,4234,2940,1267,27
"2012-08-27","INI",217,3735,2956,433,346
"2012-08-27","Automake",18,3582,2944,281,357
"2012-08-27","Happy",3,2565,2337,0,228
"2012-08-27","Markdown",13,1058,0,752,306
"2012-08-27","ReStructuredText",3,1003,751,0,252
"2012-08-27","BASH",13,963,501,314,148
"2012-08-27","Visual Studio Solution",15,958,949,0,9
"2012-08-27","CMake",4,740,405,228,107
"2012-08-27","Batch",19,619,466,36,117
"2012-08-27","XSL",14,416,332,22,62
"2012-08-27","PHP",2,384,248,61,75
"2012-08-27","GLSL",13,362,116,223,23
"2012-08-27","HLSL",1,277,200,27,50
"2012-08-27","Xcode Config",9,268,60,166,42
"2012-08-27","RPM Specfile",3,267,193,18,56
"2012-08-27","Pan",1,151,85,42,24
"2012-08-27","PowerShell",1,148,31,107,10
"2012-08-27","Pascal",1,126,98,13,15
"2012-08-27","Protocol Buffers",2,89,70,0,19
"2012-08-27","Fish",1,74,50,13,11
"2012-08-27","D",2,57,10,40,7
"2012-08-27","Ada",1,54,49,0,5
"2012-08-27","YAML",3,49,25,16,8
"2012-08-27","C Shell",1,34,19,6,9
"2012-08-27","Scons",1,25,18,1,6
"2012-08-27","MSBuild",1,19,19,0,0
"2012-09-03","Total",0,9085253,6468793,1426913,1189547
"2012-09-03","C++",5461,2692179,2021846,288050,382283
"2012-09-03","C",2883,1658220,1191463,270576,196181
"2012-09-03","JavaScript",10337,1443764,1024855,182800,236109
"2012-09-03","C Header",7228,1429418,865812,375243,188363
"2012-09-03","HTML",16301,529447,481820,20178,27449
"2012-09-03","Python",847,184153,142261,16887,25005
"2012-09-03","Java",921,170133,102818,46615,20700
"2012-09-03","Autoconf",1630,141678,107345,13891,20442
"2012-09-03","Plain Text",481,141223,0,129085,12138
"2012-09-03","CSS",668,82942,62797,5635,14510
"2012-09-03","Shell",276,80258,59498,12887,7873
"2012-09-03","Assembly",180,75595,55011,7963,12621
"2012-09-03","GNU Style Assembly",178,73490,61843,4524,7123
"2012-09-03","Makefile",811,69553,36789,21987,10777
"2012-09-03","XML",865,69303,61290,3071,4942
"2012-09-03","Objective-C++",144,53226,37551,6713,8962
"2012-09-03","Visual Studio Project",50,46971,46971,0,0
"2012-09-03","SVG",1632,38793,30109,5250,3434
"2012-09-03","Perl",151,26161,17566,5170,3425
"2012-09-03","JSON",78,21394,21390,0,4
"2012-09-03","C++ Header",54,18184,12554,3058,2572
"2012-09-03","TeX",29,10311,6425,2586,1300
"2012-09-03","Objective-C",29,6578,4886,677,1015
"2012-09-03","Module-Definition",35,4234,2940,1267,27
"2012-09-03","INI",217,3754,2974,434,346
"2012-09-03","Automake",18,3582,2944,281,357
"2012-09-03","Happy",3,2565,2337,0,228
"2012-09-03","Markdown",13,1058,0,752,306
"2012-09-03","ReStructuredText",3,1003,751,0,252
"2012-09-03","BASH",13,963,501,314,148
"2012-09-03","Visual Studio Solution",15,958,949,0,9
"2012-09-03","CMake",4,740,405,228,107
"2012-09-03","Batch",19,619,466,36,117
"2012-09-03","XSL",14,416,332,22,62
"2012-09-03","PHP",2,384,248,61,75
"2012-09-03","GLSL",13,365,119,223,23
"2012-09-03","HLSL",1,277,200,27,50
"2012-09-03","Xcode Config",9,268,60,166,42
"2012-09-03","RPM Specfile",3,267,193,18,56
"2012-09-03","Pan",1,151,85,42,24
"2012-09-03","PowerShell",1,148,31,107,10
"2012-09-03","Pascal",1,126,98,13,15
"2012-09-03","Protocol Buffers",2,89,70,0,19
"2012-09-03","Fish",1,74,50,13,11
"2012-09-03","D",2,57,10,40,7
"2012-09-03","Ada",1,54,49,0,5
"2012-09-03","YAML",3,49,25,16,8
"2012-09-03","C Shell",1,34,19,6,9
"2012-09-03","Scons",1,25,18,1,6
"2012-09-03","MSBuild",1,19,19,0,0
"2012-09-10","Total",0,9094904,6476215,1427910,1190779
"2012-09-10","C++",5484,2701339,2029193,288745,383401
"2012-09-10","C",2872,1651897,1186487,270249,195161
"2012-09-10","JavaScript",10348,1444144,1025096,182867,236181
"2012-09-10","C Header",7237,1430849,866787,375442,188620
"2012-09-10","HTML",16368,530411,482664,20249,27498
"2012-09-10","Python",879,186574,144071,17069,25434
"2012-09-10","Java",924,170603,103148,46635,20820
"2012-09-10","Autoconf",1633,141616,107230,13913,20473
"2012-09-10","Plain Text",482,141164,0,128984,12180
"2012-09-10","CSS",672,83344,63140,5640,14564
"2012-09-10","Shell",277,80274,59505,12891,7878
"2012-09-10","Assembly",180,75595,55011,7963,12621
"2012-09-10","GNU Style Assembly",178,73490,61843,4524,7123
"2012-09-10","Makefile",811,69503,36786,21977,10740
"2012-09-10","XML",866,69399,61380,3071,4948
"2012-09-10","Objective-C++",144,53226,37551,6713,8962
"2012-09-10","Visual Studio Project",50,46975,46975,0,0
"2012-09-10","SVG",1659,39470,30622,5340,3508
"2012-09-10","Perl",151,26161,17566,5170,3425
"2012-09-10","JSON",80,21400,21396,0,4
"2012-09-10","C++ Header",54,18184,12554,3058,2572
"2012-09-10","TeX",29,10311,6425,2586,1300
"2012-09-10","Objective-C",29,6578,4886,677,1015
"2012-09-10","Module-Definition",35,4234,2940,1267,27
"2012-09-10","INI",221,3770,2988,435,347
"2012-09-10","Automake",18,3582,2944,281,357
"2012-09-10","Happy",3,2557,2329,0,228
"2012-09-10","Markdown",17,1168,0,831,337
"2012-09-10","ReStructuredText",3,1003,751,0,252
"2012-09-10","BASH",13,963,501,314,148
"2012-09-10","Visual Studio Solution",15,958,949,0,9
"2012-09-10","CMake",4,740,405,228,107
"2012-09-10","Batch",19,619,466,36,117
"2012-09-10","XSL",14,416,332,22,62
"2012-09-10","PHP",2,384,248,61,75
"2012-09-10","GLSL",13,365,119,223,23
"2012-09-10","HLSL",1,277,200,27,50
"2012-09-10","Xcode Config",9,268,60,166,42
"2012-09-10","RPM Specfile",3,267,193,18,56
"2012-09-10","Pan",1,151,85,42,24
"2012-09-10","PowerShell",1,148,31,107,10
"2012-09-10","Pascal",1,126,98,13,15
"2012-09-10","Protocol Buffers",2,89,70,0,19
"2012-09-10","Fish",1,74,50,13,11
"2012-09-10","D",2,57,10,40,7
"2012-09-10","Ada",1,54,49,0,5
"2012-09-10","YAML",3,49,25,16,8
"2012-09-10","C Shell",1,34,19,6,9
"2012-09-10","Scons",1,25,18,1,6
"2012-09-10","MSBuild",1,19,19,0,0
"2012-09-17","Total",0,9264530,6614816,1437220,1212494
"2012-09-17","C++",5636,2776030,2084672,297057,394301
"2012-09-17","C",2905,1667864,1210866,261502,195496
"2012-09-17","C Header",7440,1480960,901912,383069,195979
"2012-09-17","JavaScript",10664,1457673,1036818,183484,237371
"2012-09-17","HTML",16402,531158,483281,20329,27548
"2012-09-17","Python",931,198213,153285,17967,26961
"2012-09-17","Java",930,172295,104465,46800,21030
"2012-09-17","Autoconf",1644,143201,108510,14003,20688
"2012-09-17","Plain Text",485,141515,0,129259,12256
"2012-09-17","CSS",673,83517,63256,5663,14598
"2012-09-17","Shell",279,80225,59445,12902,7878
"2012-09-17","Assembly",180,75595,55011,7963,12621
"2012-09-17","GNU Style Assembly",178,73490,61843,4524,7123
"2012-09-17","XML",868,69676,61582,3110,4984
"2012-09-17","Makefile",810,69567,36772,22046,10749
"2012-09-17","Objective-C++",146,53213,37557,6726,8930
"2012-09-17","Visual Studio Project",50,46983,46983,0,0
"2012-09-17","SVG",1660,39471,30623,5340,3508
"2012-09-17","Perl",151,26161,17566,5170,3425
"2012-09-17","JSON",83,21455,21451,0,4
"2012-09-17","C++ Header",54,18184,12554,3058,2572
"2012-09-17","TeX",29,10311,6425,2586,1300
"2012-09-17","Objective-C",28,5346,4021,511,814
"2012-09-17","Module-Definition",35,4239,2942,1269,28
"2012-09-17","INI",222,3776,2993,437,346
"2012-09-17","Automake",18,3582,2944,281,357
"2012-09-17","Happy",3,2557,2329,0,228
"2012-09-17","Markdown",17,1168,0,831,337
"2012-09-17","ReStructuredText",4,1022,763,0,259
"2012-09-17","BASH",13,963,501,314,148
"2012-09-17","Visual Studio Solution",15,958,949,0,9
"2012-09-17","CMake",4,740,405,228,107
"2012-09-17","Batch",19,619,466,36,117
"2012-09-17","XSL",14,416,332,22,62
"2012-09-17","PHP",2,384,248,61,75
"2012-09-17","GLSL",13,365,119,223,23
"2012-09-17","HLSL",1,277,200,27,50
"2012-09-17","Xcode Config",9,268,60,166,42
"2012-09-17","RPM Specfile",3,267,193,18,56
"2012-09-17","Pan",1,151,85,42,24
"2012-09-17","PowerShell",1,148,31,107,10
"2012-09-17","Pascal",1,126,98,13,15
"2012-09-17","Protocol Buffers",2,89,70,0,19
"2012-09-17","Fish",1,74,50,13,11
"2012-09-17","D",2,57,10,40,7
"2012-09-17","Ada",1,54,49,0,5
"2012-09-17","YAML",3,49,25,16,8
"2012-09-17","C Shell",1,34,19,6,9
"2012-09-17","Scons",1,25,18,1,6
"2012-09-17","MSBuild",1,19,19,0,0
"2012-09-24","Total",0,9266682,6616416,1437535,1212731
"2012-09-24","C++",5638,2776631,2085072,297158,394401
"2012-09-24","C",2905,1667864,1210866,261502,195496
"2012-09-24","C Header",7441,1480922,901873,383077,195972
"2012-09-24","JavaScript",10669,1459105,1037902,183689,237514
"2012-09-24","HTML",16412,531272,483395,20329,27548
"2012-09-24","Python",931,198217,153287,17968,26962
"2012-09-24","Java",930,172295,104465,46800,21030
"2012-09-24","Autoconf",1644,143225,108534,14003,20688
"2012-09-24","Plain Text",485,141515,0,129259,12256
"2012-09-24","CSS",673,83519,63258,5663,14598
"2012-09-24","Shell",279,80225,59445,12902,7878
"2012-09-24","Assembly",180,75595,55011,7963,12621
"2012-09-24","GNU Style Assembly",178,73490,61843,4524,7123
"2012-09-24","XML",868,69683,61589,3110,4984
"2012-09-24","Makefile",810,69567,36772,22046,10749
"2012-09-24","Objective-C++",146,53213,37557,6726,8930
"2012-09-24","Visual Studio Project",50,46983,46983,0,0
"2012-09-24","SVG",1660,39471,30623,5340,3508
"2012-09-24","Perl",151,26161,17566,5170,3425
"2012-09-24","JSON",83,21461,21457,0,4
"2012-09-24","C++ Header",54,18184,12554,3058,2572
"2012-09-24","TeX",29,10311,6425,2586,1300
"2012-09-24","Objective-C",28,5346,4021,511,814
"2012-09-24","Module-Definition",35,4239,2942,1269,28
"2012-09-24","INI",222,3776,2993,437,346
"2012-09-24","Automake",18,3582,2944,281,357
"2012-09-24","Happy",3,2557,2329,0,228
"2012-09-24","Markdown",17,1168,0,831,337
"2012-09-24","ReStructuredText",4,1022,763,0,259
"2012-09-24","BASH",13,963,501,314,148
"2012-09-24","Visual Studio Solution",15,958,949,0,9
"2012-09-24","CMake",4,740,405,228,107
"2012-09-24","Batch",19,619,466,36,117
"2012-09-24","XSL",14,416,332,22,62
"2012-09-24","PHP",2,384,248,61,75
"2012-09-24","GLSL",13,365,119,223,23
"2012-09-24","HLSL",1,277,200,27,50
"2012-09-24","Xcode Config",9,268,60,166,42
"2012-09-24","RPM Specfile",3,267,193,18,56
"2012-09-24","Pan",1,151,85,42,24
"2012-09-24","PowerShell",1,148,31,107,10
"2012-09-24","Pascal",1,126,98,13,15
"2012-09-24","Protocol Buffers",2,89,70,0,19
"2012-09-24","Fish",1,74,50,13,11
"2012-09-24","D",2,57,10,40,7
"2012-09-24","Ada",1,54,49,0,5
"2012-09-24","YAML",3,49,25,16,8
"2012-09-24","C Shell",1,34,19,6,9
"2012-09-24","Scons",1,25,18,1,6
"2012-09-24","MSBuild",1,19,19,0,0
"2012-10-01","Total",0,9366199,6684500,1455779,1225920
"2012-10-01","C++",5732,2815695,2113423,302667,399605
"2012-10-01","C",2919,1673628,1215405,262121,196102
"2012-10-01","C Header",7588,1503978,913425,391080,199473
"2012-10-01","JavaScript",10723,1467410,1044077,184616,238717
"2012-10-01","HTML",16454,532696,484597,20462,27637
"2012-10-01","Python",932,197837,152963,17836,27038
"2012-10-01","Java",931,171899,104120,46840,20939
"2012-10-01","Autoconf",1655,148206,112433,14456,21317
"2012-10-01","Plain Text",487,141670,0,129402,12268
"2012-10-01","Shell",291,90783,67382,14564,8837
"2012-10-01","CSS",675,84568,64110,5678,14780
"2012-10-01","Assembly",180,75595,55011,7963,12621
"2012-10-01","GNU Style Assembly",179,73635,61908,4576,7151
"2012-10-01","Makefile",815,69852,36899,22151,10802
"2012-10-01","XML",871,69804,61689,3119,4996
"2012-10-01","Objective-C++",151,55569,39102,7161,9306
"2012-10-01","Visual Studio Project",53,47405,47405,0,0
"2012-10-01","SVG",1666,39558,30674,5364,3520
"2012-10-01","Perl",152,26169,17573,5170,3426
"2012-10-01","JSON",83,21411,21407,0,4
"2012-10-01","C++ Header",54,18184,12554,3058,2572
"2012-10-01","TeX",29,10311,6425,2586,1300
"2012-10-01","Objective-C",28,5181,3924,521,736
"2012-10-01","Automake",20,4283,3539,320,424
"2012-10-01","Module-Definition",35,4239,2942,1269,28
"2012-10-01","INI",223,3794,3005,441,348
"2012-10-01","Happy",3,2557,2329,0,228
"2012-10-01","SWIG",2,1622,1306,49,267
"2012-10-01","Markdown",17,1168,0,831,337
"2012-10-01","ReStructuredText",5,1126,842,0,284
"2012-10-01","BASH",13,963,501,314,148
"2012-10-01","Visual Studio Solution",14,932,924,0,8
"2012-10-01","CMake",4,740,405,228,107
"2012-10-01","Batch",20,646,479,49,118
"2012-10-01","XSL",14,416,332,22,62
"2012-10-01","PHP",2,384,248,61,75
"2012-10-01","GLSL",13,365,119,223,23
"2012-10-01","RPM Specfile",4,339,246,23,70
"2012-10-01","Protocol Buffers",3,296,111,127,58
"2012-10-01","HLSL",1,277,200,27,50
"2012-10-01","Xcode Config",9,267,59,166,42
"2012-10-01","Pan",1,151,85,42,24
"2012-10-01","PowerShell",1,148,31,107,10
"2012-10-01","Pascal",1,126,98,13,15
"2012-10-01","Fish",1,74,50,13,11
"2012-10-01","D",2,57,10,40,7
"2012-10-01","Ada",1,54,49,0,5
"2012-10-01","YAML",3,49,25,16,8
"2012-10-01","C Shell",1,34,19,6,9
"2012-10-01","Scons",1,25,18,1,6
"2012-10-01","MSBuild",1,19,19,0,0
"2012-10-01","Ruby",1,4,3,0,1
"2012-10-08","Total",0,9620950,6903355,1460340,1257255
"2012-10-08","C++",5899,2844631,2137643,305203,401785
"2012-10-08","C",3124,1878535,1369654,290467,218414
"2012-10-08","C Header",8018,1547254,944691,395123,207440
"2012-10-08","JavaScript",10870,1483520,1056155,186514,240851
"2012-10-08","HTML",16628,536206,487109,20201,28896
"2012-10-08","Python",1019,195912,150860,17813,27239
"2012-10-08","Java",957,178069,108319,47908,21842
"2012-10-08","Autoconf",1705,151022,114369,14929,21724
"2012-10-08","Plain Text",430,116676,0,108507,8169
"2012-10-08","Shell",299,90591,68583,13129,8879
"2012-10-08","CSS",679,84011,63812,5489,14710
"2012-10-08","Assembly",180,75551,55065,7865,12621
"2012-10-08","GNU Style Assembly",185,74971,63199,4455,7317
"2012-10-08","XML",884,72488,63652,3625,5211
"2012-10-08","Objective-C++",157,55783,39224,7233,9326
"2012-10-08","Visual Studio Project",47,46555,46555,0,0
"2012-10-08","Makefile",714,41934,22128,11524,8282
"2012-10-08","SVG",1675,39733,30793,5389,3551
"2012-10-08","Perl",152,25731,17582,4721,3428
"2012-10-08","JSON",86,21548,21545,0,3
"2012-10-08","C++ Header",56,19750,13870,3142,2738
"2012-10-08","TeX",29,10311,6425,2586,1300
"2012-10-08","Objective-C",31,5132,3868,528,736
"2012-10-08","Automake",19,4099,3427,279,393
"2012-10-08","Module-Definition",39,3972,3031,908,33
"2012-10-08","INI",230,3869,3067,440,362
"2012-10-08","Happy",3,2525,2297,0,228
"2012-10-08","SWIG",2,1622,1306,49,267
"2012-10-08","Markdown",18,1172,0,834,338
"2012-10-08","BASH",17,1137,620,353,164
"2012-10-08","ReStructuredText",6,1117,833,0,284
"2012-10-08","Visual Studio Solution",12,868,862,0,6
"2012-10-08","Batch",22,765,585,45,135
"2012-10-08","CMake",3,616,363,173,80
"2012-10-08","XSL",14,416,332,22,62
"2012-10-08","PHP",2,384,248,61,75
"2012-10-08","GLSL",13,365,119,223,23
"2012-10-08","RPM Specfile",4,307,221,23,63
"2012-10-08","Emacs Lisp",2,305,228,37,40
"2012-10-08","Protocol Buffers",3,299,112,127,60
"2012-10-08","HLSL",1,277,200,27,50
"2012-10-08","Xcode Config",9,267,59,166,42
"2012-10-08","Pan",1,151,85,42,24
"2012-10-08","PowerShell",1,148,31,107,10
"2012-10-08","Pascal",1,126,98,13,15
"2012-10-08","Fish",1,74,50,13,11
"2012-10-08","D",2,57,10,40,7
"2012-10-08","C Shell",1,34,19,6,9
"2012-10-08","Scons",1,25,18,1,6
"2012-10-08","Ada",1,21,16,0,5
"2012-10-08","MSBuild",1,14,14,0,0
"2012-10-08","Ruby",1,4,3,0,1
"2012-10-15","Total",0,9837999,7050148,1501618,1286233
"2012-10-15","C++",6008,2896462,2175909,311776,408777
"2012-10-15","C",2786,1853294,1344678,291548,217068
"2012-10-15","C Header",8233,1607817,979945,411852,216020
"2012-10-15","JavaScript",11221,1576737,1131876,194633,250228
"2012-10-15","HTML",17396,558555,508203,20685,29667
"2012-10-15","Python",1082,211911,162713,19036,30162
"2012-10-15","Java",967,179918,109504,48317,22097
"2012-10-15","Autoconf",1759,151101,113949,14961,22191
"2012-10-15","Plain Text",474,128227,0,117372,10855
"2012-10-15","CSS",712,88695,67517,5780,15398
"2012-10-15","Assembly",180,75551,55065,7865,12621
"2012-10-15","Shell",294,75507,56835,11124,7548
"2012-10-15","GNU Style Assembly",152,73645,62528,3936,7181
"2012-10-15","XML",887,71948,63219,3615,5114
"2012-10-15","Objective-C++",156,55210,38805,7146,9259
"2012-10-15","Visual Studio Project",47,46556,46556,0,0
"2012-10-15","Makefile",708,42021,22189,11567,8265
"2012-10-15","SVG",1707,40184,31122,5473,3589
"2012-10-15","Perl",151,25504,17447,4656,3401
"2012-10-15","JSON",89,21694,21691,0,3
"2012-10-15","C++ Header",56,20460,14433,3311,2716
"2012-10-15","TeX",1,7210,4102,2502,606
"2012-10-15","Objective-C",31,5132,3868,528,736
"2012-10-15","INI",243,4184,3348,449,387
"2012-10-15","Module-Definition",39,3986,3039,914,33
"2012-10-15","Automake",15,3242,2758,200,284
"2012-10-15","Happy",3,2525,2297,0,228
"2012-10-15","SWIG",2,1622,1306,49,267
"2012-10-15","BASH",19,1185,654,365,166
"2012-10-15","ReStructuredText",7,1161,864,0,297
"2012-10-15","Markdown",17,1160,0,828,332
"2012-10-15","Visual Studio Solution",12,868,862,0,6
"2012-10-15","Batch",22,765,585,45,135
"2012-10-15","CMake",3,616,363,173,80
"2012-10-15","GLSL",14,437,174,227,36
"2012-10-15","XSL",14,416,332,22,62
"2012-10-15","PHP",2,384,248,61,75
"2012-10-15","RPM Specfile",4,307,221,23,63
"2012-10-15","Emacs Lisp",2,305,228,37,40
"2012-10-15","Protocol Buffers",3,299,112,127,60
"2012-10-15","HLSL",1,277,200,27,50
"2012-10-15","Xcode Config",9,267,59,166,42
"2012-10-15","Pan",1,151,85,42,24
"2012-10-15","PowerShell",1,148,31,107,10
"2012-10-15","Pascal",1,126,98,13,15
"2012-10-15","Fish",1,74,50,13,11
