date,language,files,lines,code,comments,blanks
"1998-09-07","MSBuild",1,50,50,0,0
"1998-09-07","WebAssembly",1,38,30,0,8
"1998-09-07","XML",1,13,13,0,0
"1998-09-14","Total",0,2868745,1915835,558619,394291
"1998-09-14","C++",1639,1090985,791016,149021,150948
"1998-09-14","C",1354,919722,673186,130174,116362
"1998-09-14","C Header",3080,489770,251359,160401,78010
"1998-09-14","Java",792,150544,80622,51331,18591
"1998-09-14","Makefile",737,62667,32225,19022,11420
"1998-09-14","HTML",586,41259,29703,5641,5915
"1998-09-14","Plain Text",43,25495,0,25078,417
"1998-09-14","JavaScript",118,21782,14137,4070,3575
"1998-09-14","Perl",104,21217,14806,3554,2857
"1998-09-14","Autoconf",261,20887,11661,5557,3669
"1998-09-14","R",24,5513,4491,603,419
"1998-09-14","Module-Definition",62,4345,2838,1111,396
"1998-09-14","Shell",29,4101,2407,1098,596
"1998-09-14","TCL",17,3090,2203,449,438
"1998-09-14","CSS",70,2694,1498,1150,46
"1998-09-14","Happy",1,1363,1199,0,164
"1998-09-14","SWIG",3,834,516,71,247
"1998-09-14","GNU Style Assembly",8,695,552,68,75
"1998-09-14","XML",6,468,440,0,28
"1998-09-14","Emacs Lisp",4,448,343,77,28
"1998-09-14","Assembly",1,379,284,71,24
"1998-09-14","Batch",8,183,143,16,24
"1998-09-14","INI",3,82,54,23,5
"1998-09-14","Objective-C",3,80,29,32,19
"1998-09-14","RPM Specfile",1,54,43,1,10
"1998-09-14","MSBuild",1,50,50,0,0
"1998-09-14","WebAssembly",1,38,30,0,8
"1998-09-21","Total",0,2965601,1981456,576917,407228
"1998-09-21","C++",1686,1127992,820270,151960,155762
"1998-09-21","C",1353,918456,671765,130237,116454
"1998-09-21","C Header",3140,505262,260108,165067,80087
"1998-09-21","Java",1155,189072,104596,60844,23632
"1998-09-21","Makefile",751,64186,33009,19402,11775
"1998-09-21","HTML",599,42420,30705,5700,6015
"1998-09-21","Plain Text",45,26010,0,25555,455
"1998-09-21","Perl",109,22761,15911,3769,3081
"1998-09-21","JavaScript",123,22351,14565,4123,3663
"1998-09-21","Autoconf",261,20964,11692,5577,3695
"1998-09-21","R",25,5608,4572,606,430
"1998-09-21","Module-Definition",62,4345,2838,1111,396
"1998-09-21","Shell",29,4105,2411,1098,596
"1998-09-21","C++ Header",2,2697,2434,36,227
"1998-09-21","CSS",70,2694,1498,1150,46
"1998-09-21","TCL",12,1851,1287,303,261
"1998-09-21","Happy",1,1363,1199,0,164
"1998-09-21","SWIG",3,834,516,71,247
"1998-09-21","GNU Style Assembly",8,695,552,68,75
"1998-09-21","XML",6,468,440,0,28
"1998-09-21","Emacs Lisp",4,448,343,77,28
"1998-09-21","Assembly",1,379,284,71,24
"1998-09-21","Batch",13,336,255,36,45
"1998-09-21","INI",3,82,54,23,5
"1998-09-21","Objective-C",3,80,29,32,19
"1998-09-21","RPM Specfile",1,54,43,1,10
"1998-09-21","MSBuild",1,50,50,0,0
"1998-09-21","WebAssembly",1,38,30,0,8
"1998-09-28","Total",0,3097596,2069926,603271,424399
"1998-09-28","C++",1839,1209162,880993,162527,165642
"1998-09-28","C",1372,933842,683378,132290,118174
"1998-09-28","C Header",3300,534821,272140,177940,84741
"1998-09-28","Java",1151,188765,104537,60632,23596
"1998-09-28","Makefile",777,68808,36040,20262,12506
"1998-09-28","HTML",602,42668,30917,5717,6034
"1998-09-28","Plain Text",45,26010,0,25555,455
"1998-09-28","Perl",108,22588,15804,3766,3018
"1998-09-28","JavaScript",123,22351,14565,4123,3663
"1998-09-28","Autoconf",264,22152,12480,5754,3918
"1998-09-28","R",25,5608,4572,606,430
"1998-09-28","Module-Definition",62,4305,2815,1097,393
"1998-09-28","Shell",29,4108,2414,1098,596
"1998-09-28","CSS",71,2833,1615,1156,62
"1998-09-28","C++ Header",2,2697,2434,36,227
"1998-09-28","TCL",12,1851,1287,303,261
"1998-09-28","Happy",1,1363,1199,0,164
"1998-09-28","GNU Style Assembly",9,894,691,98,105
"1998-09-28","SWIG",3,834,516,71,247
"1998-09-28","XML",6,468,440,0,28
"1998-09-28","Emacs Lisp",4,448,343,77,28
"1998-09-28","Assembly",1,379,284,71,24
"1998-09-28","Batch",13,336,255,36,45
"1998-09-28","INI",3,82,54,23,5
"1998-09-28","Objective-C",3,80,29,32,19
"1998-09-28","RPM Specfile",1,54,43,1,10
"1998-09-28","MSBuild",1,50,50,0,0
"1998-09-28","WebAssembly",1,38,30,0,8
"1998-09-28","Prolog",1,1,1,0,0
"1998-10-05","Total",0,3133547,2094709,609354,429484
"1998-10-05","C++",1869,1233132,898114,165721,169297
"1998-10-05","C",1369,937638,686683,132412,118543
"1998-10-05","C Header",3344,539583,274160,179913,85510
"1998-10-05","Java",1155,190620,105729,61113,23778
"1998-10-05","Makefile",779,69155,36184,20411,12560
"1998-10-05","HTML",603,42988,31217,5717,6054
"1998-10-05","Plain Text",45,26010,0,25555,455
"1998-10-05","Perl",110,22937,15989,3905,3043
"1998-10-05","JavaScript",124,22404,14583,4154,3667
"1998-10-05","Autoconf",264,22154,12498,5744,3912
"1998-10-05","R",27,5913,4869,610,434
"1998-10-05","Module-Definition",63,4311,2821,1097,393
"1998-10-05","Shell",29,4107,2413,1098,596
"1998-10-05","CSS",71,2861,1643,1156,62
"1998-10-05","C++ Header",2,2697,2434,36,227
"1998-10-05","TCL",12,1851,1287,303,261
"1998-10-05","Happy",1,1363,1199,0,164
"1998-10-05","GNU Style Assembly",9,894,691,98,105
"1998-10-05","SWIG",3,834,516,71,247
"1998-10-05","XML",6,468,440,0,28
"1998-10-05","Emacs Lisp",4,448,343,77,28
"1998-10-05","Assembly",1,379,284,71,24
"1998-10-05","Batch",13,336,255,36,45
"1998-10-05","VB6",1,159,150,0,9
"1998-10-05","INI",3,82,54,23,5
"1998-10-05","Objective-C",3,80,29,32,19
"1998-10-05","RPM Specfile",1,54,43,1,10
"1998-10-05","MSBuild",1,50,50,0,0
"1998-10-05","WebAssembly",1,38,30,0,8
"1998-10-05","Prolog",1,1,1,0,0
"1998-10-12","Total",0,3166252,2117901,614219,434132
"1998-10-12","C++",1902,1256049,915904,167652,172493
"1998-10-12","C",1380,942770,690279,133338,119153
"1998-10-12","C Header",3386,545545,277115,181840,86590
"1998-10-12","Java",1155,190620,105729,61113,23778
"1998-10-12","Makefile",788,69753,36385,20676,12692
"1998-10-12","HTML",608,43417,31610,5717,6090
"1998-10-12","Plain Text",47,26536,0,26002,534
"1998-10-12","Perl",116,23545,16324,4060,3161
"1998-10-12","JavaScript",125,22521,14688,4167,3666
"1998-10-12","Autoconf",231,18515,10289,4921,3305
"1998-10-12","R",27,5913,4869,610,434
"1998-10-12","Module-Definition",63,4311,2821,1097,393
"1998-10-12","Shell",30,4150,2427,1122,601
"1998-10-12","CSS",71,2873,1655,1156,62
"1998-10-12","C++ Header",2,2697,2434,36,227
"1998-10-12","TCL",12,1851,1287,303,261
"1998-10-12","Happy",1,1363,1199,0,164
"1998-10-12","GNU Style Assembly",9,894,691,98,105
"1998-10-12","SWIG",3,834,516,71,247
"1998-10-12","XML",6,468,440,0,28
"1998-10-12","Emacs Lisp",4,448,343,77,28
"1998-10-12","Assembly",1,379,284,71,24
"1998-10-12","Batch",13,336,255,36,45
"1998-10-12","VB6",1,159,150,0,9
"1998-10-12","INI",3,82,54,23,5
"1998-10-12","Objective-C",3,80,29,32,19
"1998-10-12","RPM Specfile",1,54,43,1,10
"1998-10-12","MSBuild",1,50,50,0,0
"1998-10-12","WebAssembly",1,38,30,0,8
"1998-10-12","Prolog",1,1,1,0,0
"1998-10-19","Total",0,3224814,2155740,627994,441080
"1998-10-19","C++",1948,1273279,928951,169847,174481
"1998-10-19","C",1459,941386,683120,139240,119026
"1998-10-19","C Header",3408,551152,279600,184606,86946
"1998-10-19","Java",1167,192498,106806,61529,24163
"1998-10-19","Makefile",787,71459,37477,20869,13113
"1998-10-19","HTML",657,63771,49628,5764,8379
"1998-10-19","Plain Text",46,26537,0,26012,525
"1998-10-19","Perl",120,24656,17101,4218,3337
"1998-10-19","JavaScript",122,22474,14648,4166,3660
"1998-10-19","Autoconf",233,19664,11162,5069,3433
"1998-10-19","TCL",83,12190,8481,2106,1603
"1998-10-19","R",27,5913,4869,610,434
"1998-10-19","Shell",33,5102,3217,1213,672
"1998-10-19","Module-Definition",59,3739,2310,1100,329
"1998-10-19","CSS",71,2905,1683,1162,60
"1998-10-19","C++ Header",2,2697,2434,36,227
"1998-10-19","Happy",1,1363,1199,0,164
"1998-10-19","GNU Style Assembly",10,899,668,132,99
"1998-10-19","SWIG",3,834,516,71,247
"1998-10-19","XML",6,468,440,0,28
"1998-10-19","Emacs Lisp",4,448,343,77,28
"1998-10-19","Assembly",1,379,284,71,24
"1998-10-19","VB6",3,378,357,4,17
"1998-10-19","Batch",12,318,239,36,43
"1998-10-19","INI",3,82,54,23,5
"1998-10-19","Objective-C",3,80,29,32,19
"1998-10-19","RPM Specfile",1,54,43,1,10
"1998-10-19","MSBuild",1,50,50,0,0
"1998-10-19","WebAssembly",1,38,30,0,8
"1998-10-19","Prolog",1,1,1,0,0
"1998-10-26","Total",0,3258361,2178951,633050,446360
"1998-10-26","C++",1961,1282264,935342,170999,175923
"1998-10-26","C",1469,956436,695338,139837,121261
"1998-10-26","C Header",3466,558669,283138,187315,88216
"1998-10-26","Java",1169,192743,106864,61694,24185
"1998-10-26","Makefile",801,72245,37752,21193,13300
"1998-10-26","HTML",657,63882,49728,5764,8390
"1998-10-26","Plain Text",46,26537,0,26012,525
"1998-10-26","Perl",121,25119,17464,4275,3380
"1998-10-26","JavaScript",123,22537,14687,4184,3666
"1998-10-26","Autoconf",234,19958,11366,5101,3491
"1998-10-26","TCL",83,12190,8481,2106,1603
"1998-10-26","R",27,5913,4869,610,434
"1998-10-26","Shell",33,5103,3218,1213,672
"1998-10-26","Module-Definition",59,3739,2310,1100,329
"1998-10-26","CSS",71,2937,1707,1164,66
"1998-10-26","C++ Header",2,2697,2434,36,227
"1998-10-26","Happy",1,1363,1199,0,164
"1998-10-26","GNU Style Assembly",10,899,668,132,99
"1998-10-26","SWIG",3,834,516,71,247
"1998-10-26","XML",6,468,440,0,28
"1998-10-26","Emacs Lisp",4,448,343,77,28
"1998-10-26","Assembly",1,379,284,71,24
"1998-10-26","VB6",3,378,357,4,17
"1998-10-26","Batch",12,318,239,36,43
"1998-10-26","INI",3,82,54,23,5
"1998-10-26","Objective-C",3,80,29,32,19
"1998-10-26","RPM Specfile",1,54,43,1,10
"1998-10-26","MSBuild",1,50,50,0,0
"1998-10-26","WebAssembly",1,38,30,0,8
"1998-10-26","Prolog",1,1,1,0,0
"1998-11-02","Total",0,3294071,2203018,639766,451287
"1998-11-02","C++",2009,1303585,951253,173973,178359
"1998-11-02","C",1472,958948,697169,140115,121664
"1998-11-02","C Header",3523,564112,286235,188736,89141
"1998-11-02","Java",1169,192743,106864,61694,24185
"1998-11-02","Makefile",814,72915,37901,21520,13494
"1998-11-02","HTML",660,64096,49925,5764,8407
"1998-11-02","Plain Text",46,26649,0,26124,525
"1998-11-02","Perl",122,25292,17560,4288,3444
"1998-11-02","Autoconf",316,24846,14019,6484,4343
"1998-11-02","JavaScript",123,22537,14687,4184,3666
"1998-11-02","TCL",83,12190,8481,2106,1603
"1998-11-02","R",27,5914,4870,610,434
"1998-11-02","Shell",33,5103,3218,1213,672
"1998-11-02","Module-Definition",59,3739,2310,1100,329
"1998-11-02","CSS",84,3313,1839,1372,102
"1998-11-02","C++ Header",2,2697,2434,36,227
"1998-11-02","Happy",1,1363,1199,0,164
"1998-11-02","GNU Style Assembly",10,899,668,132,99
"1998-11-02","SWIG",3,834,516,71,247
"1998-11-02","XML",6,468,440,0,28
"1998-11-02","Emacs Lisp",4,448,343,77,28
"1998-11-02","Assembly",1,379,284,71,24
"1998-11-02","VB6",3,378,357,4,17
"1998-11-02","Batch",12,318,239,36,43
"1998-11-02","INI",3,82,54,23,5
"1998-11-02","Objective-C",3,80,29,32,19
"1998-11-02","RPM Specfile",1,54,43,1,10
"1998-11-02","MSBuild",1,50,50,0,0
"1998-11-02","WebAssembly",1,38,30,0,8
"1998-11-02","Prolog",1,1,1,0,0
"1998-11-09","Total",0,3334616,2229170,649022,456424
"1998-11-09","C++",2030,1310147,955825,174983,179339
"1998-11-09","C",1566,981126,712104,145402,123620
"1998-11-09","C Header",3566,569768,288750,190891,90127
"1998-11-09","Java",1169,192743,106864,61694,24185
"1998-11-09","Makefile",825,76332,39906,22051,14375
"1998-11-09","HTML",666,65316,51052,5765,8499
"1998-11-09","Plain Text",46,26649,0,26124,525
"1998-11-09","Perl",124,25620,17755,4364,3501
"1998-11-09","Autoconf",322,25013,14034,6581,4398
"1998-11-09","JavaScript",127,23686,15587,4282,3817
"1998-11-09","TCL",83,12190,8481,2106,1603
"1998-11-09","R",27,5914,4870,610,434
"1998-11-09","Shell",33,5114,3227,1213,674
"1998-11-09","Module-Definition",57,3471,2092,1084,295
"1998-11-09","CSS",87,3428,1928,1388,112
"1998-11-09","C++ Header",2,2697,2434,36,227
"1998-11-09","Happy",1,1363,1199,0,164
"1998-11-09","GNU Style Assembly",10,899,668,132,99
"1998-11-09","SWIG",3,834,516,71,247
"1998-11-09","XML",6,468,440,0,28
"1998-11-09","Emacs Lisp",4,448,343,77,28
"1998-11-09","Assembly",1,379,284,71,24
"1998-11-09","VB6",3,378,357,4,17
"1998-11-09","Batch",17,327,246,37,44
"1998-11-09","INI",3,83,55,23,5
"1998-11-09","Objective-C",3,80,29,32,19
"1998-11-09","RPM Specfile",1,54,43,1,10
"1998-11-09","MSBuild",1,50,50,0,0
"1998-11-09","WebAssembly",1,38,30,0,8
"1998-11-09","Prolog",1,1,1,0,0
"1998-11-16","Total",0,3359858,2245891,654158,459809
"1998-11-16","C++",2062,1325567,967537,176908,181122
"1998-11-16","C",1566,981561,712449,145436,123676
"1998-11-16","C Header",3620,575999,291304,193575,91120
"1998-11-16","Java",1169,192743,106864,61694,24185
"1998-11-16","Makefile",835,76868,40120,22260,14488
"1998-11-16","HTML",667,65385,51117,5765,8503
"1998-11-16","Plain Text",46,26649,0,26124,525
"1998-11-16","Autoconf",339,25852,14438,6848,4566
"1998-11-16","Perl",124,25643,17775,4362,3506
"1998-11-16","JavaScript",127,23686,15587,4282,3817
"1998-11-16","TCL",83,12190,8481,2106,1603
"1998-11-16","R",27,5914,4870,610,434
"1998-11-16","Shell",33,5150,3262,1213,675
"1998-11-16","CSS",89,4666,2916,1392,358
"1998-11-16","Module-Definition",57,3471,2092,1084,295
"1998-11-16","C++ Header",2,2697,2434,36,227
"1998-11-16","Happy",1,1363,1199,0,164
"1998-11-16","GNU Style Assembly",10,899,668,132,99
"1998-11-16","XML",12,862,820,0,42
"1998-11-16","SWIG",3,834,516,71,247
"1998-11-16","Emacs Lisp",4,448,343,77,28
"1998-11-16","Assembly",1,379,284,71,24
"1998-11-16","VB6",3,378,357,4,17
"1998-11-16","Batch",17,327,246,37,44
"1998-11-16","INI",3,83,55,23,5
"1998-11-16","Objective-C",3,80,29,32,19
"1998-11-16","RPM Specfile",1,75,47,16,12
"1998-11-16","MSBuild",1,50,50,0,0
"1998-11-16","WebAssembly",1,38,30,0,8
"1998-11-16","Prolog",1,1,1,0,0
"1998-11-23","Total",0,3361514,2248550,653709,459255
"1998-11-23","C++",2074,1332117,972490,177988,181639
"1998-11-23","C",1567,982916,713447,145625,123844
"1998-11-23","C Header",3652,578555,292263,194794,91498
"1998-11-23","Java",1169,192743,106864,61694,24185
"1998-11-23","Makefile",635,67127,35481,18903,12743
"1998-11-23","HTML",668,65399,51128,5765,8506
"1998-11-23","Plain Text",46,26649,0,26124,525
"1998-11-23","Autoconf",344,26069,14531,6925,4613
"1998-11-23","Perl",125,25754,17842,4385,3527
"1998-11-23","JavaScript",127,23686,15587,4282,3817
"1998-11-23","TCL",83,12190,8481,2106,1603
"1998-11-23","R",27,5914,4870,610,434
"1998-11-23","CSS",109,5260,3133,1712,415
"1998-11-23","Shell",33,5150,3262,1213,675
"1998-11-23","Module-Definition",57,3471,2092,1084,295
"1998-11-23","C++ Header",2,2697,2434,36,227
"1998-11-23","Happy",1,1363,1199,0,164
"1998-11-23","GNU Style Assembly",10,899,668,132,99
"1998-11-23","XML",12,862,820,0,42
"1998-11-23","SWIG",3,834,516,71,247
"1998-11-23","Emacs Lisp",4,448,343,77,28
"1998-11-23","Assembly",1,379,284,71,24
"1998-11-23","VB6",3,378,357,4,17
"1998-11-23","Batch",17,327,246,37,44
"1998-11-23","INI",3,83,55,23,5
"1998-11-23","Objective-C",3,80,29,32,19
"1998-11-23","RPM Specfile",1,75,47,16,12
"1998-11-23","MSBuild",1,50,50,0,0
"1998-11-23","WebAssembly",1,38,30,0,8
"1998-11-23","Prolog",1,1,1,0,0
"1998-11-30","Total",0,3374735,2258385,655160,461190
"1998-11-30","C++",2089,1341000,979410,178573,183017
"1998-11-30","C",1578,985120,715130,145955,124035
"1998-11-30","C Header",3668,580314,293279,195230,91805
"1998-11-30","Java",1169,192743,106864,61694,24185
"1998-11-30","Makefile",636,67279,35588,18928,12763
"1998-11-30","HTML",668,65412,51141,5765,8506
"1998-11-30","Plain Text",46,26649,0,26124,525
"1998-11-30","Autoconf",346,26253,14613,6993,4647
"1998-11-30","Perl",125,25756,17839,4388,3529
"1998-11-30","JavaScript",128,23721,15614,4286,3821
"1998-11-30","TCL",83,12190,8481,2106,1603
"1998-11-30","R",27,5914,4870,610,434
"1998-11-30","CSS",110,5261,3134,1712,415
"1998-11-30","Shell",33,5138,3251,1213,674
"1998-11-30","Module-Definition",57,3471,2092,1084,295
"1998-11-30","C++ Header",2,2697,2434,36,227
"1998-11-30","Happy",1,1363,1199,0,164
"1998-11-30","GNU Style Assembly",10,899,668,132,99
"1998-11-30","XML",12,862,820,0,42
"1998-11-30","SWIG",3,834,516,71,247
"1998-11-30","Emacs Lisp",4,448,343,77,28
"1998-11-30","Assembly",1,379,284,71,24
"1998-11-30","VB6",3,378,357,4,17
"1998-11-30","Batch",17,327,246,37,44
"1998-11-30","INI",3,83,55,23,5
"1998-11-30","Objective-C",3,80,29,32,19
"1998-11-30","RPM Specfile",1,75,47,16,12
"1998-11-30","MSBuild",1,50,50,0,0
"1998-11-30","WebAssembly",1,38,30,0,8
"1998-11-30","Prolog",1,1,1,0,0
"1998-12-07","Total",0,3535874,2359127,690548,486199
"1998-12-07","C++",2306,1420845,1030709,193596,196540
"1998-12-07","C",1609,996024,722799,147861,125364
"1998-12-07","C Header",3930,619463,315492,205630,98341
"1998-12-07","Java",1179,195441,108780,62099,24562
"1998-12-07","Makefile",709,84540,48557,20749,15234
"1998-12-07","HTML",706,66556,52241,5766,8549
"1998-12-07","Plain Text",52,31465,0,30940,525
"1998-12-07","Perl",137,28889,19738,5109,4042
"1998-12-07","Autoconf",349,26432,14728,7021,4683
"1998-12-07","JavaScript",128,23721,15614,4286,3821
"1998-12-07","TCL",83,12190,8481,2106,1603
"1998-12-07","R",27,5914,4870,610,434
"1998-12-07","CSS",110,5293,3158,1712,423
"1998-12-07","Shell",33,5138,3251,1213,674
"1998-12-07","Module-Definition",58,3475,2095,1084,296
"1998-12-07","C++ Header",2,2697,2434,36,227
"1998-12-07","GNU Style Assembly",14,2546,1913,399,234
"1998-12-07","Happy",3,1689,1488,0,201
"1998-12-07","XML",12,862,820,0,42
"1998-12-07","SWIG",3,834,516,71,247
"1998-12-07","Emacs Lisp",4,448,343,77,28
"1998-12-07","Assembly",1,379,284,71,24
"1998-12-07","VB6",3,378,357,4,17
"1998-12-07","Batch",18,328,247,37,44
"1998-12-07","INI",3,83,55,23,5
"1998-12-07","Objective-C",3,80,29,32,19
"1998-12-07","RPM Specfile",1,75,47,16,12
"1998-12-07","MSBuild",1,50,50,0,0
"1998-12-07","WebAssembly",1,38,30,0,8
"1998-12-07","Prolog",1,1,1,0,0
"1998-12-14","Total",0,3563790,2378773,695286,489731
"1998-12-14","C++",2347,1436560,1042600,195344,198616
"1998-12-14","C",1618,999613,725822,148212,125579
"1998-12-14","C Header",3969,624939,318222,207559,99158
"1998-12-14","Java",1180,195624,108921,62106,24597
"1998-12-14","Makefile",716,85541,49128,21054,15359
"1998-12-14","HTML",714,66773,52424,5766,8583
"1998-12-14","Plain Text",52,31465,0,30940,525
"1998-12-14","Perl",138,29252,20016,5148,4088
"1998-12-14","Autoconf",355,26812,14931,7125,4756
"1998-12-14","JavaScript",128,23721,15614,4286,3821
"1998-12-14","TCL",83,12190,8481,2106,1603
"1998-12-14","R",27,5914,4870,610,434
"1998-12-14","CSS",110,5307,3162,1716,429
"1998-12-14","Shell",33,5144,3256,1213,675
"1998-12-14","GNU Style Assembly",17,3497,2510,649,338
"1998-12-14","Module-Definition",58,3476,2096,1084,296
"1998-12-14","C++ Header",2,2697,2434,36,227
"1998-12-14","Happy",3,1689,1488,0,201
"1998-12-14","XML",12,862,820,0,42
"1998-12-14","SWIG",3,834,516,71,247
"1998-12-14","Emacs Lisp",4,448,343,77,28
"1998-12-14","VB6",3,398,376,5,17
"1998-12-14","Assembly",1,379,284,71,24
"1998-12-14","Batch",18,328,247,37,44
"1998-12-14","INI",3,83,55,23,5
"1998-12-14","Objective-C",3,80,29,32,19
"1998-12-14","RPM Specfile",1,75,47,16,12
"1998-12-14","MSBuild",1,50,50,0,0
"1998-12-14","WebAssembly",1,38,30,0,8
"1998-12-14","Prolog",1,1,1,0,0
"1998-12-21","Total",0,3612212,2412659,703726,495827
"1998-12-21","C++",2375,1459350,1059844,197909,201597
"1998-12-21","C",1671,1011856,735977,149402,126477
"1998-12-21","C Header",4030,635933,323743,211206,100984
"1998-12-21","Java",1180,195624,108921,62106,24597
"1998-12-21","Makefile",721,85675,49208,21087,15380
"1998-12-21","HTML",716,67072,52720,5766,8586
"1998-12-21","Plain Text",54,32467,0,31791,676
"1998-12-21","Perl",138,29525,20188,5187,4150
"1998-12-21","Autoconf",360,27183,15122,7219,4842
"1998-12-21","JavaScript",128,23721,15614,4286,3821
"1998-12-21","TCL",83,12190,8481,2106,1603
"1998-12-21","R",27,5914,4870,610,434
"1998-12-21","CSS",110,5339,3186,1720,433
"1998-12-21","Shell",33,5146,3257,1213,676
"1998-12-21","GNU Style Assembly",17,3497,2510,649,338
"1998-12-21","Module-Definition",58,3476,2096,1084,296
"1998-12-21","C++ Header",2,2697,2434,36,227
"1998-12-21","Happy",4,1773,1554,0,219
"1998-12-21","XML",12,862,820,0,42
"1998-12-21","SWIG",3,834,516,71,247
"1998-12-21","TeX",1,596,512,22,62
"1998-12-21","Emacs Lisp",4,448,343,77,28
"1998-12-21","Assembly",1,379,284,71,24
"1998-12-21","Batch",18,328,247,37,44
"1998-12-21","INI",3,83,55,23,5
"1998-12-21","Objective-C",3,80,29,32,19
"1998-12-21","RPM Specfile",1,75,47,16,12
"1998-12-21","MSBuild",1,50,50,0,0
"1998-12-21","WebAssembly",1,38,30,0,8
"1998-12-21","Prolog",1,1,1,0,0
"1998-12-21","VB6",3,0,0,0,0
